timestamp_utc,ready,http_code,rss_kib,cpu_percent,load_1m,mem_available_kib
2026-09-19T09:11:09Z,1,200,68100,4.8,1.15,1418944
2026-09-19T09:11:24Z,1,200,63872,4.8,1.21,1423316
2026-09-19T09:11:39Z,1,200,65408,4.8,1.01,1423660
2026-09-19T09:11:54Z,1,200,63204,4.8,0.79,1420924
2026-09-19T09:12:09Z,1,200,66224,4.8,0.61,1413556
2026-09-19T09:12:24Z,1,200,67700,4.8,0.47,1416352
2026-09-19T09:12:39Z,1,200,69668,4.8,0.37,1410960
2026-09-19T09:12:54Z,1,200,67088,4.8,0.44,1414988
2026-09-19T09:13:09Z,1,200,61868,4.8,0.34,1417000
2026-09-19T09:13:24Z,1,200,63576,4.9,0.58,1419432
2026-09-19T09:13:40Z,1,200,65644,4.9,0.77,1417604
2026-09-19T09:13:55Z,1,200,60816,4.9,1.03,1424464
2026-09-19T09:14:10Z,1,200,66800,4.9,1.04,1422308
2026-09-19T09:14:25Z,1,200,63560,4.9,1.29,1420788
2026-09-19T09:14:40Z,1,200,63028,4.9,1.00,1421916
2026-09-19T09:14:55Z,1,200,67524,4.9,1.71,1421276
2026-09-19T09:15:10Z,1,200,65692,4.9,1.57,1423112
2026-09-19T09:15:25Z,1,200,65448,4.9,1.30,1419916
2026-09-19T09:15:40Z,1,200,64644,4.9,1.01,1422152
2026-09-19T09:15:55Z,1,200,65620,5.0,0.92,1421784
2026-09-19T09:16:10Z,1,200,63112,5.0,0.86,1417876
2026-09-19T09:16:25Z,1,200,68544,5.0,0.75,1415500
2026-09-19T09:16:40Z,1,200,65708,5.0,0.66,1414568
2026-09-19T09:16:55Z,1,200,64892,5.0,1.59,1416584
2026-09-19T09:17:10Z,1,200,63440,5.0,1.62,1413156
2026-09-19T09:17:26Z,1,200,65448,5.0,2.11,1418584
2026-09-19T09:17:41Z,1,200,67396,5.0,2.51,1421624
2026-09-19T09:17:56Z,1,200,70032,5.0,2.46,1420964
2026-09-19T09:18:11Z,1,200,67508,5.1,2.23,1415472
2026-09-19T09:18:26Z,1,200,63408,5.1,2.49,1417600
2026-09-19T09:18:41Z,1,200,67768,5.1,2.17,1416832
2026-09-19T09:18:56Z,1,200,66712,5.1,1.83,1416464
2026-09-19T09:19:11Z,1,200,65988,5.1,1.43,1415304
2026-09-19T09:19:26Z,1,200,63260,5.1,1.11,1417260
2026-09-19T09:19:41Z,1,200,64868,5.1,0.86,1417800
2026-09-19T09:19:56Z,1,200,67784,5.1,0.74,1412436
2026-09-19T09:20:11Z,1,200,69192,5.1,0.90,1410688
2026-09-19T09:20:26Z,1,200,64392,5.1,0.70,1415804
2026-09-19T09:20:41Z,1,200,61216,5.2,0.76,1421712
2026-09-19T09:20:56Z,1,200,63312,5.2,0.59,1422332
2026-09-19T09:21:12Z,1,200,61748,5.2,0.67,1425692
2026-09-19T09:21:27Z,1,200,65976,5.2,0.52,1425436
2026-09-19T09:21:42Z,1,200,62448,5.2,0.48,1425264
2026-09-19T09:21:57Z,1,200,63552,5.2,0.37,1418348
2026-09-19T09:22:12Z,1,200,64348,5.2,0.42,1419820
2026-09-19T09:22:27Z,1,200,59496,5.2,0.76,1425592
2026-09-19T09:22:42Z,1,200,66688,5.2,1.44,1424160
2026-09-19T09:22:57Z,1,200,66504,5.2,1.12,1422000
2026-09-19T09:23:12Z,1,200,64728,5.3,0.94,1424160
2026-09-19T09:23:27Z,1,200,63440,5.3,0.73,1427404
2026-09-19T09:23:42Z,1,200,65100,5.3,0.97,1425272
2026-09-19T09:23:57Z,1,200,62732,5.3,1.05,1423520
2026-09-19T09:24:12Z,1,200,67860,5.3,2.15,1421944
2026-09-19T09:24:27Z,1,200,65312,5.3,1.82,1423048
2026-09-19T09:24:42Z,1,200,64352,5.3,1.71,1423528
2026-09-19T09:24:58Z,1,200,62952,5.3,1.56,1424756
2026-09-19T09:25:13Z,1,200,64460,5.3,1.87,1422756
2026-09-19T09:25:28Z,1,200,66324,5.3,1.60,1422132
2026-09-19T09:25:43Z,1,200,67996,5.4,1.60,1421668
2026-09-19T09:25:58Z,1,200,65120,5.4,1.69,1421652
2026-09-19T09:26:13Z,1,200,62956,5.4,1.86,1422224
2026-09-19T09:26:28Z,1,200,64048,5.4,1.66,1421460
2026-09-19T09:26:43Z,1,200,63716,5.4,1.44,1420244
2026-09-19T09:26:58Z,1,200,64980,5.4,1.19,1421348
2026-09-19T09:27:13Z,1,200,64620,5.4,1.57,1419856
2026-09-19T09:27:28Z,1,200,65124,5.4,1.29,1419508
2026-09-19T09:27:43Z,1,200,63396,5.4,1.16,1420496
2026-09-19T09:27:58Z,1,200,64724,5.4,0.90,1418436
2026-09-19T09:28:13Z,1,200,66268,5.5,0.78,1419392
2026-09-19T09:28:29Z,1,200,65708,5.5,0.68,1418144
2026-09-19T09:28:44Z,1,200,66960,5.5,0.53,1418724
2026-09-19T09:28:59Z,1,200,65876,5.5,0.41,1419812
2026-09-19T09:29:14Z,1,200,64476,5.5,0.54,1420552
2026-09-19T09:29:29Z,1,200,65956,5.5,0.42,1421752
2026-09-19T09:29:44Z,1,200,66220,5.5,0.33,1414500
2026-09-19T09:29:59Z,1,200,65724,5.5,0.33,1416092
2026-09-19T09:30:14Z,1,200,66964,5.5,0.41,1419856
2026-09-19T09:30:29Z,1,200,65628,5.5,0.39,1420116
2026-09-19T09:30:44Z,1,200,64268,5.5,0.55,1416812
2026-09-19T09:30:59Z,1,200,64316,5.6,0.43,1417580
2026-09-19T09:31:14Z,1,200,64804,5.6,0.67,1420368
2026-09-19T09:31:30Z,1,200,67136,5.6,0.82,1418624
2026-09-19T09:31:45Z,1,200,69048,5.6,1.08,1418796
2026-09-19T09:32:00Z,1,200,66016,5.6,0.84,1413512
2026-09-19T09:32:15Z,1,200,66464,5.6,0.87,1414200
2026-09-19T09:32:30Z,1,200,64384,5.6,1.09,1416304
2026-09-19T09:32:45Z,1,200,64488,5.6,0.93,1419404
2026-09-19T09:33:00Z,1,200,63868,5.6,0.80,1423644
2026-09-19T09:33:15Z,1,200,62300,5.6,0.62,1421704
2026-09-19T09:33:30Z,1,200,65624,5.7,0.91,1416340
2026-09-19T09:33:45Z,1,200,69016,5.7,0.93,1413824
2026-09-19T09:34:00Z,1,200,66972,5.7,1.10,1414592
2026-09-19T09:34:15Z,1,200,64532,5.7,1.14,1418280
2026-09-19T09:34:30Z,1,200,65640,5.7,0.89,1414004
2026-09-19T09:34:45Z,1,200,67272,5.7,0.77,1413724
2026-09-19T09:35:00Z,1,200,68520,5.7,0.84,1413228
2026-09-19T09:35:16Z,1,200,67944,5.7,0.94,1415264
2026-09-19T09:35:31Z,1,200,63660,5.7,0.94,1417096
2026-09-19T09:35:46Z,1,200,63712,5.7,1.02,1415768
2026-09-19T09:36:01Z,1,200,65552,5.7,0.95,1417028
2026-09-19T09:36:16Z,1,200,63072,5.7,0.81,1429148
2026-09-19T09:36:31Z,1,200,68416,5.8,0.63,1426836
2026-09-19T09:36:46Z,1,200,67360,5.8,0.49,1424564
2026-09-19T09:37:01Z,1,200,62688,5.8,0.62,1425072
2026-09-19T09:37:16Z,1,200,66604,5.8,0.56,1425152
2026-09-19T09:37:31Z,1,200,66848,5.8,0.68,1428304
2026-09-19T09:37:47Z,1,200,65364,5.8,0.53,1428136
2026-09-19T09:38:02Z,1,200,63324,5.8,0.63,1431620
2026-09-19T09:38:17Z,1,200,63128,5.8,0.96,1428196
2026-09-19T09:38:32Z,1,200,64244,5.8,0.89,1426624
2026-09-19T09:38:47Z,1,200,65836,5.8,0.99,1427548
2026-09-19T09:39:02Z,1,200,66080,5.8,0.84,1424276
2026-09-19T09:39:17Z,1,200,65576,5.9,1.27,1421520
2026-09-19T09:39:32Z,1,200,64400,5.9,1.97,1419816
2026-09-19T09:39:47Z,1,200,67572,5.9,1.69,1420500
2026-09-19T09:40:02Z,1,200,65908,5.9,1.85,1427896
2026-09-19T09:40:17Z,1,200,69808,5.9,1.92,1422720
2026-09-19T09:40:32Z,1,200,63652,5.9,1.49,1425636
2026-09-19T09:40:47Z,1,200,64276,5.9,1.16,1427348
2026-09-19T09:41:02Z,1,200,62796,5.9,0.97,1423460
2026-09-19T09:41:17Z,1,200,65080,5.9,0.89,1422716
2026-09-19T09:41:33Z,1,200,66924,5.9,0.69,1421164
2026-09-19T09:41:48Z,1,200,65600,5.9,0.93,1419328
2026-09-19T09:42:03Z,1,200,62604,5.9,1.32,1416800
2026-09-19T09:42:18Z,1,200,62764,6.0,1.19,1411952
2026-09-19T09:42:33Z,1,200,65100,6.0,1.00,1419968
2026-09-19T09:42:48Z,1,200,63208,6.0,1.02,1428768
2026-09-19T09:43:03Z,1,200,68552,6.0,0.87,1422228
2026-09-19T09:43:18Z,1,200,66468,6.0,0.68,1419044
2026-09-19T09:43:33Z,1,200,66368,6.0,0.82,1411324
2026-09-19T09:43:48Z,1,200,67728,6.0,0.86,1417208
2026-09-19T09:44:03Z,1,200,69036,6.0,0.91,1422396
2026-09-19T09:44:18Z,1,200,65352,6.0,0.78,1427076
2026-09-19T09:44:33Z,1,200,65752,6.0,0.76,1425612
2026-09-19T09:44:48Z,1,200,63652,6.0,0.59,1427516
2026-09-19T09:45:04Z,1,200,64356,6.1,0.93,1427480
2026-09-19T09:45:19Z,1,200,65692,6.1,0.95,1421780
2026-09-19T09:45:34Z,1,200,65308,6.1,0.82,1415228
2026-09-19T09:45:49Z,1,200,65988,6.1,0.70,1415004
2026-09-19T09:46:04Z,1,200,64004,6.1,0.55,1416192
2026-09-19T09:46:19Z,1,200,62260,6.1,0.49,1419664
2026-09-19T09:46:34Z,1,200,67448,6.1,0.60,1420632
2026-09-19T09:46:49Z,1,200,67284,6.1,0.54,1423376
2026-09-19T09:47:04Z,1,200,64980,6.1,0.49,1425068
2026-09-19T09:47:19Z,1,200,64740,6.1,0.54,1419636
2026-09-19T09:47:34Z,1,200,62072,6.1,0.50,1418704
2026-09-19T09:47:49Z,1,200,64348,6.1,0.61,1420248
2026-09-19T09:48:04Z,1,200,62396,6.2,0.55,1424156
2026-09-19T09:48:20Z,1,200,65372,6.2,0.50,1424876
2026-09-19T09:48:35Z,1,200,65144,6.2,0.74,1424164
2026-09-19T09:48:50Z,1,200,68324,6.2,0.57,1415832
2026-09-19T09:49:05Z,1,200,69768,6.2,0.45,1410988
2026-09-19T09:49:20Z,1,200,66388,6.2,0.35,1413060
2026-09-19T09:49:35Z,1,200,64024,6.2,0.42,1415596
2026-09-19T09:49:50Z,1,200,64108,6.2,0.33,1419236
2026-09-19T09:50:05Z,1,200,69184,6.2,0.26,1421112
2026-09-19T09:50:20Z,1,200,68068,6.2,0.20,1419968
2026-09-19T09:50:35Z,1,200,66620,6.2,0.15,1419696
2026-09-19T09:50:50Z,1,200,62400,6.2,0.12,1417148
2026-09-19T09:51:05Z,1,200,64344,6.2,0.68,1417696
2026-09-19T09:51:21Z,1,200,67864,6.3,0.53,1417616
2026-09-19T09:51:36Z,1,200,64784,6.3,1.00,1415432
2026-09-19T09:51:51Z,1,200,67744,6.3,0.77,1415300
2026-09-19T09:52:06Z,1,200,66904,6.3,0.68,1415472
2026-09-19T09:52:21Z,1,200,63980,6.3,0.53,1415664
2026-09-19T09:52:36Z,1,200,64368,6.3,0.48,1416676
2026-09-19T09:52:51Z,1,200,66680,6.3,0.38,1416420
2026-09-19T09:53:06Z,1,200,64352,6.3,0.29,1422804
2026-09-19T09:53:21Z,1,200,61828,6.3,0.31,1421876
2026-09-19T09:53:36Z,1,200,65916,6.3,0.38,1417828
2026-09-19T09:53:52Z,1,200,62888,6.3,0.38,1415932
2026-09-19T09:54:07Z,1,200,65688,6.3,0.66,1416708
2026-09-19T09:54:22Z,1,200,67100,6.4,0.51,1416216
2026-09-19T09:54:37Z,1,200,65400,6.4,0.61,1415952
2026-09-19T09:54:52Z,1,200,66088,6.4,0.47,1420180
2026-09-19T09:55:07Z,1,200,66524,6.4,0.88,1418256
2026-09-19T09:55:22Z,1,200,64004,6.4,1.08,1421212
2026-09-19T09:55:37Z,1,200,64300,6.4,1.27,1421668
2026-09-19T09:55:52Z,1,200,66664,6.4,1.06,1414452
2026-09-19T09:56:07Z,1,200,68296,6.4,0.82,1412436
2026-09-19T09:56:22Z,1,200,68568,6.4,1.12,1412304
2026-09-19T09:56:37Z,1,200,63368,6.4,1.08,1415264
2026-09-19T09:56:53Z,1,200,64796,6.4,0.84,1415408
2026-09-19T09:57:08Z,1,200,65484,6.4,0.65,1416476
2026-09-19T09:57:23Z,1,200,62436,6.4,1.32,1416224
2026-09-19T09:57:38Z,1,200,64628,6.5,1.17,1417308
2026-09-19T09:57:53Z,1,200,64648,6.5,0.91,1420044
2026-09-19T09:58:08Z,1,200,64252,6.5,1.50,1414376
2026-09-19T09:58:23Z,1,200,65124,6.5,1.32,1415044
2026-09-19T09:58:38Z,1,200,67292,6.5,1.51,1410532
2026-09-19T09:58:53Z,1,200,63020,6.5,1.74,1416616
2026-09-19T09:59:08Z,1,200,65292,6.5,1.67,1420628
2026-09-19T09:59:23Z,1,200,68120,6.5,1.45,1419772
2026-09-19T09:59:38Z,1,200,67644,6.5,1.68,1418816
2026-09-19T09:59:53Z,1,200,64868,6.5,1.38,1420080
2026-09-19T10:00:08Z,1,200,65140,6.5,1.07,1418512
2026-09-19T10:00:23Z,1,200,62428,6.5,1.24,1416916
2026-09-19T10:00:39Z,1,200,64256,6.6,1.28,1419096
2026-09-19T10:00:54Z,1,200,65156,6.6,1.00,1418368
2026-09-19T10:01:09Z,1,200,68188,6.6,1.01,1414924
2026-09-19T10:01:24Z,1,200,68884,6.6,0.87,1413940
2026-09-19T10:01:39Z,1,200,61776,6.6,0.74,1420336
2026-09-19T10:01:54Z,1,200,63560,6.6,0.66,1422408
2026-09-19T10:02:09Z,1,200,63888,6.6,0.51,1414388
2026-09-19T10:02:24Z,1,200,64984,6.6,0.53,1415460
2026-09-19T10:02:39Z,1,200,68592,6.6,0.49,1413872
2026-09-19T10:02:54Z,1,200,64676,6.6,0.38,1414344
2026-09-19T10:03:09Z,1,200,65272,6.6,0.52,1414320
2026-09-19T10:03:24Z,1,200,64036,6.6,0.40,1415196
2026-09-19T10:03:39Z,1,200,61412,6.6,0.85,1417560
2026-09-19T10:03:54Z,1,200,63548,6.7,1.27,1419160
2026-09-19T10:04:09Z,1,200,59648,6.7,1.46,1417684
2026-09-19T10:04:25Z,1,200,65020,6.7,1.14,1417008
2026-09-19T10:04:40Z,1,200,68272,6.7,0.95,1416356
2026-09-19T10:04:55Z,1,200,64636,6.7,0.97,1411312
2026-09-19T10:05:10Z,1,200,62840,6.7,1.27,1419792
2026-09-19T10:05:25Z,1,200,62620,6.7,1.21,1418808
2026-09-19T10:05:40Z,1,200,64608,6.7,1.26,1418664
2026-09-19T10:05:55Z,1,200,67756,6.7,1.20,1415472
2026-09-19T10:06:10Z,1,200,67708,6.7,1.69,1412112
2026-09-19T10:06:25Z,1,200,65848,6.7,1.40,1412608
2026-09-19T10:06:40Z,1,200,63124,6.7,1.33,1411924
2026-09-19T10:06:55Z,1,200,66432,6.7,1.19,1411520
2026-09-19T10:07:10Z,1,200,67096,6.8,1.00,1415152
2026-09-19T10:07:25Z,1,200,60936,6.8,0.78,1419500
2026-09-19T10:07:40Z,1,200,63896,6.8,0.68,1417656
2026-09-19T10:07:56Z,1,200,64980,6.8,0.53,1415156
2026-09-19T10:08:11Z,1,200,61784,6.8,0.41,1421228
2026-09-19T10:08:26Z,1,200,66640,6.8,0.48,1414400
2026-09-19T10:08:41Z,1,200,65956,6.8,0.53,1418408
2026-09-19T10:08:56Z,1,200,64984,6.8,0.57,1413700
2026-09-19T10:09:11Z,1,200,60528,6.8,0.44,1414944
2026-09-19T10:09:26Z,1,200,64460,6.8,0.64,1415972
2026-09-19T10:09:41Z,1,200,62608,6.8,0.50,1414324
2026-09-19T10:09:56Z,1,200,65824,6.8,0.66,1414988
2026-09-19T10:10:11Z,1,200,65796,6.8,0.52,1414740
2026-09-19T10:10:26Z,1,200,67788,6.9,0.40,1413760
2026-09-19T10:10:41Z,1,200,60728,6.9,0.31,1415648
2026-09-19T10:10:56Z,1,200,65632,6.9,0.38,1418088
2026-09-19T10:11:11Z,1,200,67604,6.9,0.30,1417340
2026-09-19T10:11:27Z,1,200,62556,6.9,0.23,1418836
2026-09-19T10:11:42Z,1,200,64788,6.9,0.18,1413472
2026-09-19T10:11:57Z,1,200,63800,6.9,0.14,1414616
2026-09-19T10:12:12Z,1,200,65732,6.9,0.11,1414832
2026-09-19T10:12:27Z,1,200,65164,6.9,0.08,1416444
2026-09-19T10:12:42Z,1,200,64280,6.9,0.14,1412400
2026-09-19T10:12:57Z,1,200,67780,6.9,0.64,1413176
2026-09-19T10:13:12Z,1,200,68888,6.9,0.49,1413892
2026-09-19T10:13:27Z,1,200,64508,6.9,0.38,1413624
2026-09-19T10:13:42Z,1,200,62704,6.9,0.30,1415892
2026-09-19T10:13:57Z,1,200,64344,7.0,0.38,1416136
2026-09-19T10:14:12Z,1,200,63856,7.0,0.37,1416596
2026-09-19T10:14:27Z,1,200,65112,7.0,0.29,1414532
2026-09-19T10:14:43Z,1,200,60068,7.0,0.45,1414800
2026-09-19T10:14:58Z,1,200,63852,7.0,0.57,1415992
2026-09-19T10:15:13Z,1,200,66660,7.0,0.45,1411872
2026-09-19T10:15:28Z,1,200,68932,7.0,0.43,1411852
2026-09-19T10:15:43Z,1,200,69464,7.0,0.33,1410444
2026-09-19T10:15:58Z,1,200,67340,7.0,0.26,1412028
2026-09-19T10:16:13Z,1,200,60536,7.0,0.36,1416280
2026-09-19T10:16:28Z,1,200,64016,7.0,0.42,1412180
2026-09-19T10:16:43Z,1,200,65020,7.0,0.48,1412756
2026-09-19T10:16:58Z,1,200,68936,7.0,0.37,1412256
2026-09-19T10:17:13Z,1,200,66176,7.0,0.29,1412072
2026-09-19T10:17:28Z,1,200,62956,7.1,0.30,1417100
2026-09-19T10:17:43Z,1,200,62264,7.1,0.23,1418628
2026-09-19T10:17:58Z,1,200,62984,7.1,0.18,1416736
2026-09-19T10:18:14Z,1,200,65472,7.1,0.14,1413716
2026-09-19T10:18:29Z,1,200,65108,7.1,0.18,1412120
2026-09-19T10:18:44Z,1,200,62484,7.1,0.28,1415028
2026-09-19T10:18:59Z,1,200,66228,7.1,0.36,1413732
2026-09-19T10:19:14Z,1,200,68936,7.1,0.28,1414216
2026-09-19T10:19:29Z,1,200,66048,7.1,0.44,1416856
2026-09-19T10:19:44Z,1,200,67560,7.1,0.54,1416336
2026-09-19T10:19:59Z,1,200,69608,7.1,0.50,1412484
2026-09-19T10:20:14Z,1,200,67860,7.1,0.53,1410208
2026-09-19T10:20:29Z,1,200,60976,7.1,0.77,1418040
2026-09-19T10:20:44Z,1,200,62516,7.1,1.29,1415280
2026-09-19T10:20:59Z,1,200,61880,7.1,1.62,1416564
2026-09-19T10:21:14Z,1,200,59508,7.2,1.95,1418496
2026-09-19T10:21:29Z,1,200,64552,7.2,1.79,1417048
2026-09-19T10:21:44Z,1,200,67320,7.2,1.68,1416200
2026-09-19T10:22:00Z,1,200,61832,7.2,1.51,1420324
2026-09-19T10:22:15Z,1,200,60204,7.2,1.18,1418148
2026-09-19T10:22:30Z,1,200,59840,7.2,1.41,1419484
2026-09-19T10:22:45Z,1,200,62948,7.2,1.68,1419988
2026-09-19T10:23:00Z,1,200,67760,7.2,1.74,1415956
2026-09-19T10:23:15Z,1,200,70396,7.2,1.59,1411156
2026-09-19T10:23:30Z,1,200,65092,7.2,1.24,1411156
2026-09-19T10:23:45Z,1,200,63192,7.2,1.84,1411872
2026-09-19T10:24:00Z,1,200,66172,7.2,1.50,1412192
2026-09-19T10:24:15Z,1,200,62660,7.2,1.39,1416860
2026-09-19T10:24:30Z,1,200,63204,7.2,1.42,1414168
2026-09-19T10:24:45Z,1,200,62032,7.2,1.11,1420996
2026-09-19T10:25:00Z,1,200,63360,7.3,1.13,1417536
2026-09-19T10:25:15Z,1,200,66328,7.3,1.10,1416672
2026-09-19T10:25:30Z,1,200,66084,7.3,0.86,1417800
2026-09-19T10:25:46Z,1,200,62892,7.3,0.67,1417452
2026-09-19T10:26:01Z,1,200,63584,7.3,1.20,1413320
2026-09-19T10:26:16Z,1,200,68496,7.3,1.65,1409216
2026-09-19T10:26:31Z,1,200,63404,7.3,1.91,1414136
2026-09-19T10:26:46Z,1,200,66176,7.3,1.49,1414184
2026-09-19T10:27:01Z,1,200,59928,7.3,1.24,1421752
